Date,Symbol,Marketcapname,Sector
14-07-2025,SOBHA,Midcap,Realty
20-05-2019,PNCINFRA,Midcap,Realty
03-06-2024,M&MFIN,Largecap,Financials
16-12-2020,CONTROLPR,Smallcap,I.T
04-12-2023,GRINDWELL,Largecap,Industrials
04-08-2020,GPIL,Midcap,Metals & Mining
03-01-2022,GRASIM,Largecap,Textiles
19-08-2025,KIOCL,Largecap,Metals & Mining
02-12-2025,MASFIN,Midcap,Financials
06-05-2021,MONTECARLO,Smallcap,Textiles
04-08-2020,SURYAROSNI,Midcap,Industrials
19-03-2019,CUB,Largecap/Largecap/Midcap/Midcap/Midcap,Bank
04-01-2024,INDORAMA,Smallcap,Textiles
29-11-2023,AARTIPHARM,Midcap,Healthcare
26-07-2024,SRF,Largecap,Chemicals
09-02-2023,GPPL,Midcap,Transportation
25-07-2023,GODFRYPHLP,Largecap,FMCG
30-03-2021,JSWDULUX,Midcap,Building Materials
05-08-2025,STYLEBAAZA,Smallcap,Consumer Discretionary
25-04-2023,LLOYDSENGG,Midcap,Industrials
24-08-2021,HDFCBANK,Largecap,Bank
01-07-2024,NDRAUTO,Smallcap,Auto
06-02-2019,MANAPPURAM,Largecap,Financials
10-08-2022,SALZERELEC,Smallcap,Industrials
29-11-2018,JWL,Midcap,Industrials
05-05-2025,APOLLO,Midcap,Aerospace & Defence
13-05-2025,IOLCP,Midcap/Smallcap/Midcap/Smallcap/Smallcap/Smallcap,Healthcare
24-04-2024,ASHOKLEY,Largecap,Auto
07-11-2022,SANSERA,Largecap,Auto
07-07-2021,ARVINDFASN,Midcap,Consumer Discretionary
21-11-2022,EASEMYTRIP,Smallcap,I.T
05-08-2020,IGPL,Smallcap,Chemicals
29-08-2023,IPL,Smallcap,Chemicals
13-08-2021,TIINDIA,Largecap,Industrials
21-08-2025,NAVNETEDUL,Smallcap,Miscellaneous
01-10-2020,TRIDENT,Midcap,Textiles
02-09-2022,SKIPPER,Midcap,Industrials
14-09-2021,HINDPETRO,Largecap,Energy
06-10-2025,CDSL,Largecap,Financials
03-06-2024,ZOTA,Midcap/Smallcap/Smallcap/Smallcap/Smallcap,Healthcare
30-01-2023,RADICO,Largecap,FMCG
29-07-2024,RPSGVENT,Smallcap,I.T
20-11-2023,BALRAMCHIN,Midcap,FMCG
13-06-2023,GEOJITFSL,Smallcap,Financials
03-10-2023,HEIDELBERG,Smallcap,Building Materials
03-03-2022,SPLPETRO,Midcap,Energy
20-11-2019,ABCAPITAL,Largecap,Financials
24-04-2023,ANUP,Smallcap,Industrials
02-05-2023,CRAFTSMAN,Largecap,Auto
04-07-2022,PIIND,Largecap,Chemicals
12-05-2025,RPOWER,Midcap,Power & Utilities
15-07-2025,SIS,Midcap,Miscellaneous
03-04-2024,NYKAA,Largecap,I.T
06-06-2024,BAJAJHLDNG,Largecap,Financials
12-05-2025,ZENSARTECH,Midcap,I.T
05-06-2024,KCP,Smallcap,Building Materials
01-07-2024,AMBIKCO,Smallcap,Textiles
09-11-2018,GODFRYPHLP,Largecap,FMCG
05-07-2021,KANSAINER,Midcap,Building Materials
11-09-2019,TITAN,Largecap,Consumer Discretionary
19-11-2020,GIPCL,Smallcap,Power & Utilities
22-07-2021,BDL,Largecap,Aerospace & Defence
21-08-2024,PRECAM,Smallcap,Auto
17-07-2023,SWSOLAR,Midcap/Midcap/Midcap/Smallcap/Smallcap,Realty
04-01-2021,TECHNOE,Midcap,Realty
24-09-2024,GRINFRA,Midcap,Realty
27-08-2019,HONAUT,Largecap,Consumer Discretionary
24-04-2024,JINDALSAW,Midcap,Industrials
04-07-2022,ICICIBANK,Largecap,Bank
04-01-2019,LALPATHLAB,Largecap,Healthcare
06-11-2023,SUMEETINDS,Smallcap,Textiles
28-12-2021,BGRENERGY,Smallcap,Realty
09-11-2021,AFFLE,Largecap,I.T
03-01-2022,VHL,Smallcap,Financials
26-12-2023,SULA,Smallcap,FMCG
17-08-2020,NELCAST,Smallcap,Industrials
19-04-2024,KSCL,Smallcap,FMCG
17-10-2019,VGUARD,Midcap,Industrials
02-09-2024,INDOBORAX,Smallcap,Chemicals
06-02-2023,POLICYBZR,Largecap,I.T
22-09-2022,GRANULES,Largecap,Healthcare
01-01-2024,JAYBARMARU,Smallcap,Auto
06-08-2026,TNPL,Smallcap,Building Materials
30-05-2023,AIAENG,Largecap,Industrials
07-11-2018,GALLANTT,Midcap,Metals & Mining
12-11-2020,TVSSRICHAK,Smallcap,Auto
12-01-2022,MENONBE,Smallcap,Auto
16-02-2024,ACI,Midcap,Chemicals
15-12-2022,NAVA,Midcap,Miscellaneous
16-03-2022,INTELLECT,Midcap,I.T
22-04-2021,AVADHSUGAR,Smallcap,FMCG
21-04-2022,HONDAPOWER,Smallcap,Industrials
12-05-2025,NUCLEUS,Smallcap,I.T
28-04-2023,JKCEMENT,Largecap,Building Materials
20-09-2021,GNFC,Midcap,Chemicals
31-10-2022,HFCL,Largecap,Telecom
11-11-2021,WELCORP,Largecap,Industrials
31-05-2019,TCI,Midcap,Transportation
03-04-2025,KITEX,Smallcap,Consumer Discretionary
12-05-2025,GRWRHITECH,Midcap,Industrials
23-06-2023,GILLETTE,Largecap,FMCG
13-08-2019,DEN,Smallcap,Media
18-06-2020,INDRAMEDCO,Smallcap,Healthcare
06-01-2020,WEBELSOLAR,Smallcap,Industrials
01-09-2023,COALINDIA,Largecap,Metals & Mining
05-09-2022,ESABINDIA,Midcap,Industrials
16-09-2024,KAJARIACER,Midcap,Building Materials
01-06-2020,RELINFRA,Smallcap,Realty
04-07-2024,VIMTALABS,Smallcap,Healthcare
04-05-2021,JITFINFRA,Smallcap,Miscellaneous
17-01-2020,KSB,Midcap,Industrials
15-11-2018,BRITANNIA,Largecap,FMCG
27-12-2022,MUKANDLTD,Smallcap,Metals & Mining
18-04-2022,NLCINDIA,Largecap,Power & Utilities
13-11-2020,MANAKCOAT,Smallcap,Metals & Mining
15-10-2024,INDIGOPNTS,Midcap/Midcap/Midcap/Smallcap/Midcap/Smallcap,Building Materials
15-01-2024,INDOTHAI,Smallcap,Financials
25-04-2023,RITES,Midcap,Miscellaneous
23-04-2024,GOKULAGRO,Midcap,FMCG
06-10-2022,CENTUM,Midcap,Consumer Discretionary
09-10-2020,SHALBY,Smallcap,Healthcare
31-01-2022,CHALET,Midcap,Services
11-05-2023,SANSERA,Largecap,Auto
02-06-2025,KARURVYSYA,Largecap,Bank
24-05-2021,MACPOWER,Midcap/Smallcap/Smallcap/Smallcap/Smallcap,Industrials
03-02-2022,AVTNPL,Smallcap,FMCG
01-06-2023,OBEROIRLTY,Largecap,Realty
04-05-2023,SUZLON,Largecap,Industrials
20-05-2019,IOLCP,Midcap/Midcap/Smallcap/Smallcap/Smallcap,Healthcare
10-11-2025,JBCHEPHARM,Largecap,Healthcare
14-11-2022,KOTAKBANK,Largecap,Bank
03-10-2025,GMBREW,Smallcap,FMCG
18-08-2025,BIKAJI,Midcap,FMCG
25-08-2025,DIFFNKG,Smallcap,Industrials
29-09-2023,APOLLOHOSP,Largecap,Healthcare
06-10-2025,TATACOMM,Largecap,Telecom-Service
02-06-2023,HBLENGINE,Largecap/Midcap,Auto
09-07-2020,EPL,Midcap,Industrials
14-09-2023,PANACEABIO,Smallcap,Healthcare
05-07-2023,NAVNETEDUL,Smallcap,Miscellaneous
11-07-2024,PTC,Midcap/Smallcap,Power & Utilities
07-07-2021,JMFINANCIL,Midcap,Financials
07-02-2022,ADANIPOWER,Largecap,Power & Utilities
23-01-2019,NAUKRI,Largecap,I.T
30-01-2020,GREENLAM,Midcap,Building Materials
11-12-2024,EMUDHRA,Smallcap,I.T
17-12-2025,APLAPOLLO,Largecap,Industrials
23-05-2019,HDFCLIFE,Largecap,Financials
16-06-2023,VIDHIING,Smallcap,Chemicals
08-08-2023,SOUTHBANK,Midcap,Bank
08-11-2023,MANYAVAR,Midcap,Consumer Discretionary
20-09-2019,ELGIEQUIP,Midcap,Industrials
16-02-2023,FOSECOIND,Smallcap,Chemicals
17-06-2020,ITI,Largecap,Aerospace & Defence
02-02-2026,CONSOFINVT,Smallcap,Financials
22-11-2019,ABFRL,Midcap,Consumer Discretionary
19-10-2020,PIDILITIND,Largecap,Chemicals
03-04-2023,JWL,Midcap,Industrials
14-01-2021,PRIVISCL,Midcap,Chemicals
05-08-2020,IMFA,Midcap,Metals & Mining
01-07-2024,JYOTHYLAB,Midcap,FMCG
06-06-2023,SKIPPER,Midcap,Industrials
04-09-2023,GMBREW,Smallcap,FMCG
12-05-2025,DHANUKA,Smallcap,Chemicals
27-04-2020,TORNTPOWER,Largecap,Power & Utilities
24-11-2023,SUPRIYA,Midcap,Healthcare
18-06-2025,NRBBEARING,Smallcap,Industrials
21-06-2024,STEELXIND,Smallcap,Metals & Mining
03-05-2021,AVTNPL,Smallcap,FMCG
16-05-2023,DHANUKA,Smallcap,Chemicals
20-11-2023,INDIAGLYCO,Midcap,FMCG
23-11-2020,SPARC,Midcap,Healthcare
06-06-2024,PRAJIND,Midcap,Industrials
23-02-2021,DEEPAKFERT,Largecap/Largecap/Largecap/Midcap/Largecap/Midcap,Chemicals
16-10-2024,ORIENTCEM,Smallcap,Building Materials
16-11-2022,BAJAJHCARE,Smallcap,Healthcare
01-04-2024,ABCAPITAL,Largecap,Financials
18-08-2025,JAMNAAUTO,Midcap,Auto
06-11-2024,DCMSHRIRAM,Midcap,Miscellaneous
15-09-2022,TI,Midcap,FMCG
11-05-2023,ORCHPHARMA,Midcap/Midcap/Midcap/Midcap/Smallcap,Healthcare
13-07-2023,HINDALCO,Largecap,Metals & Mining
12-03-2025,GODFRYPHLP,Largecap,FMCG
29-08-2023,DCMSHRIRAM,Midcap,Miscellaneous
12-04-2024,ISGEC,Midcap,Realty
13-04-2023,POWERGRID,Largecap,Power & Utilities
13-05-2025,POLYPLEX,Smallcap,Industrials
09-01-2024,RICOAUTO,Smallcap,Auto
10-11-2025,AUROPHARMA,Largecap,Healthcare
05-08-2020,IZMO,Smallcap,I.T
29-08-2023,NAVINFLUOR,Largecap,Chemicals
20-11-2023,SIS,Midcap,Miscellaneous
20-05-2019,SOBHA,Midcap,Realty
06-07-2026,TIL,Smallcap,Industrials
12-02-2024,ASTRAL,Largecap,Plastic products
06-07-2026,OMAXE,Smallcap,Realty
29-03-2023,BDL,Largecap,Aerospace & Defence
06-05-2019,BIRLACORPN,Midcap,Building Materials
30-10-2023,TEXINFRA,Smallcap,Realty
17-11-2022,BALMLAWRIE,Smallcap,Miscellaneous
29-07-2020,CGCL,Largecap,Financials
20-05-2019,PGHH,Largecap,FMCG
29-04-2024,GABRIEL,Largecap,Auto
16-02-2024,CONFIPET,Smallcap,Miscellaneous
05-08-2026,CHALET,Midcap,Services
01-08-2022,UFLEX,Smallcap,Industrials
08-08-2024,KIMS,Largecap,Healthcare
28-05-2021,HDFCAMC,Largecap,Financials
08-05-2023,MAHLIFE,Midcap,Realty
15-01-2024,SIS,Midcap,Miscellaneous
11-11-2022,MANAPPURAM,Largecap,Financials
08-12-2021,AXISCADES,Midcap,Aerospace & Defence
16-07-2026,SRF,Largecap,Chemicals
17-06-2020,NEULANDLAB,Largecap,Healthcare
01-06-2020,ONIDA,Smallcap,Consumer Discretionary
31-12-2021,PIDILITIND,Largecap,Chemicals
25-07-2023,MSPL,Smallcap,Metals & Mining
18-04-2024,NGLFINE,Smallcap,Healthcare
03-11-2020,PREMEXPLN,Smallcap,Aerospace & Defence
04-09-2023,HUBTOWN,Smallcap,Realty
24-08-2021,ESCORTS,Largecap,Auto
02-07-2024,KINGFA,Midcap,Plastic products
27-12-2021,BALRAMCHIN,Midcap,FMCG
29-07-2024,HIRECT,Smallcap,Consumer Discretionary
03-06-2020,HATSUN,Largecap/Midcap,FMCG
23-11-2020,UNIVCABLES,Smallcap,Industrials
20-09-2022,RENUKA,Smallcap,FMCG
21-08-2023,NITINSPIN,Smallcap,Textiles
08-09-2025,PSPPROJECT,Smallcap,Realty
28-12-2021,PENIND,Smallcap,Metals & Mining
18-03-2019,GODREJPROP,Largecap,Realty
21-05-2021,SCHNEIDER,Largecap,Industrials
19-06-2020,5PAISA,Smallcap,Financials
15-09-2025,INOXINDIA,Midcap,Industrials
29-11-2023,MANAPPURAM,Largecap,Financials
08-12-2021,JPPOWER,Midcap,Power & Utilities
25-06-2019,COFORGE,Largecap,I.T
17-10-2022,BHARATFORG,Largecap,Industrials
26-08-2022,KPIL,Largecap,Realty
26-11-2024,RUBYMILLS,Smallcap,Textiles
07-08-2023,SOLARINDS,Largecap,Aerospace & Defence
26-08-2020,TBZ,Smallcap,Consumer Discretionary
03-08-2026,DDEVPLSTIK,Smallcap,Chemicals
29-11-2023,INFY,Largecap,I.T
26-05-2025,RELTD,Smallcap,Industrials
25-09-2024,RENUKA,Smallcap,FMCG
06-06-2023,SHYAMMETL,Largecap,Metals & Mining
01-07-2020,RESPONIND,Midcap/Smallcap/Smallcap/Smallcap,Plastic products
14-06-2021,5PAISA,Smallcap,Financials
15-05-2020,MCX,Largecap,Financials
23-11-2022,GMRAIRPORT,Largecap,Miscellaneous
13-05-2025,JUBLPHARMA,Midcap,Healthcare
03-12-2020,ONIDA,Smallcap,Consumer Discretionary
03-01-2024,BORORENEW,Midcap,Building Materials
27-12-2023,MAYURUNIQ,Smallcap,Consumer Discretionary
26-08-2019,RELAXO,Midcap,Consumer Discretionary
20-05-2019,ABREL,Midcap,Realty
06-12-2023,IMAGICAA,Smallcap,Media
17-05-2021,WESTLIFE,Midcap,Consumer Discretionary
20-07-2020,ADFFOODS,Smallcap,FMCG
15-09-2025,BANKBARODA,Largecap,Bank
29-10-2020,CHOLAFIN,Largecap,Financials
18-06-2025,DMART,Largecap,Consumer Discretionary
17-07-2023,ADVENZYMES,Smallcap,Healthcare
05-11-2020,IGL,Largecap,Energy
04-08-2022,RCF,Midcap,Chemicals
04-11-2019,JBCHEPHARM,Largecap,Healthcare
05-07-2023,JAICORPLTD,Smallcap,Plastic products
04-09-2023,CCL,Midcap,FMCG
02-02-2021,GPPL,Midcap,Transportation
06-11-2023,JKCEMENT,Largecap,Building Materials
19-03-2021,ICRA,Midcap/Midcap/Midcap/Smallcap/Smallcap,Financials
16-08-2023,GMRP&UI,Midcap,Realty
15-09-2023,MANYAVAR,Midcap,Consumer Discretionary
24-06-2025,FINEORG,Midcap,Chemicals
21-08-2024,AEROFLEX,Midcap,Metals & Mining
29-12-2021,RAIN,Midcap,Miscellaneous
10-12-2021,MSPL,Smallcap,Metals & Mining
26-04-2021,INDRAMEDCO,Smallcap,Healthcare
29-04-2021,INGERRAND,Midcap,Industrials
04-08-2023,AURUM,Smallcap,I.T
12-11-2020,BLUESTARCO,Largecap,Consumer Discretionary
29-10-2024,HIMATSEIDE,Smallcap,Textiles
03-07-2023,KPIL,Largecap,Realty
20-01-2020,JAYBARMARU,Smallcap,Auto
25-06-2025,BPCL,Largecap,Energy
02-11-2023,BLISSGVS,Midcap/Midcap/Midcap/Smallcap/Smallcap,Healthcare
10-07-2023,HINDALCO,Largecap,Metals & Mining
01-07-2021,JYOTHYLAB,Midcap,FMCG
15-03-2022,ANGELONE,Largecap,Financials
04-07-2023,PETRONET,Largecap,Energy
05-06-2024,NAVA,Midcap,Miscellaneous
11-09-2019,HIRECT,Smallcap,Consumer Discretionary
27-09-2021,TFCILTD,Smallcap,Financials
11-11-2020,CHOLAHLDNG,Largecap,Financials
09-07-2021,ARVSMART,Smallcap,Realty
31-10-2025,LATENTVIEW,Midcap,I.T
20-05-2019,INTELLECT,Midcap,I.T
07-10-2025,FEDERALBNK,Largecap,Bank
12-11-2025,KRBL,Midcap,FMCG
07-05-2021,PARACABLES,Smallcap,Industrials
02-11-2023,CARYSIL,Smallcap,Consumer Discretionary
10-05-2021,BERGEPAINT,Largecap,Building Materials
07-08-2023,MOREPENLAB,Smallcap,Healthcare
16-05-2025,MASFIN,Midcap,Financials
05-11-2020,MAHSEAMLES,Midcap,Industrials
22-11-2024,WENDT,Smallcap,Industrials
06-04-2021,FINEORG,Midcap,Chemicals
28-07-2020,INFOBEAN,Smallcap,I.T
22-02-2019,PFIZER,Largecap,Healthcare
08-07-2024,PCJEWELLER,Midcap,Consumer Discretionary
06-07-2021,SMLMAH,Midcap,Auto
08-03-2019,INGERRAND,Midcap,Industrials
26-06-2023,SHAREINDIA,Smallcap,Financials
19-04-2023,BAJAJHIND,Smallcap,FMCG
07-10-2025,DIVISLAB,Largecap,Healthcare
15-09-2025,SANDUMA,Midcap,Metals & Mining
22-05-2019,RATNAMANI,Midcap,Industrials
24-08-2022,MADRASFERT,Smallcap,Chemicals
14-11-2020,OBEROIRLTY,Largecap,Realty
24-12-2020,TTKPRESTIG,Midcap,Consumer Discretionary
14-11-2022,KIRLOSBROS,Midcap,Industrials
03-11-2020,CUB,Largecap/Largecap/Midcap/Largecap/Midcap/Midcap,Bank
13-07-2026,BFUTILITIE,Smallcap,Power & Utilities
28-09-2020,SUPRAJIT,Midcap,Auto
24-08-2021,PGHH,Largecap,FMCG
20-10-2020,WELENT,Midcap,Realty
08-03-2022,MPHASIS,Largecap,I.T
30-10-2024,PRECAM,Smallcap,Auto
09-03-2022,BDL,Largecap,Aerospace & Defence
12-11-2025,LUPIN,Largecap,Healthcare
08-07-2024,PCBL,Midcap,Chemicals
14-07-2025,HEG,Midcap,Industrials
02-11-2022,TECHNOE,Midcap,Realty
01-12-2020,KAMDHENU,Smallcap,Metals & Mining
11-08-2025,HBLENGINE,Largecap/Midcap,Auto
29-05-2023,BOROLTD,Smallcap,Building Materials
20-07-2023,IRFC,Largecap,Financials
01-04-2024,SYMPHONY,Smallcap,Consumer Discretionary
16-04-2024,WELENT,Midcap,Realty
26-07-2024,ASIANTILES,Smallcap,Building Materials
11-09-2019,KANSAINER,Midcap,Building Materials
13-06-2023,ORISSAMINE,Smallcap,Metals & Mining
27-04-2021,OFSS,Largecap,I.T
01-04-2024,ORIENTHOT,Smallcap,Services
06-06-2023,RAILTEL,Midcap,Transportation
10-04-2024,RAMCOSYS,Smallcap,I.T
27-10-2025,GESHIP,Largecap/Largecap/Largecap/Midcap/Largecap/Midcap,Transportation
11-11-2021,SPMLINFRA,Smallcap,Realty
12-04-2024,JINDALSAW,Midcap,Industrials
24-12-2021,KINGFA,Midcap,Plastic products
11-10-2021,INOXWIND,Midcap,Industrials
05-06-2023,SHARDACROP,Midcap,Chemicals
14-06-2023,AMRUTANJAN,Smallcap,Healthcare
08-03-2022,GREENLAM,Midcap,Building Materials
21-02-2024,MARATHON,Smallcap,Realty
21-04-2025,DIVISLAB,Largecap,Healthcare
17-10-2022,MAHABANK,Largecap,Bank
15-09-2023,KSCL,Smallcap,FMCG
05-11-2024,IMFA,Midcap,Metals & Mining
20-09-2019,AMBER,Largecap,Consumer Discretionary
11-04-2023,NHPC,Largecap,Power & Utilities
26-08-2025,RTNINDIA,Smallcap,Financials
04-04-2024,SURYODAY,Smallcap,Bank
11-05-2020,POLYMED,Midcap,Healthcare
18-03-2025,BLUESTARCO,Largecap,Consumer Discretionary
31-01-2019,CANTABIL,Smallcap,Textiles
12-11-2020,WALCHANNAG,Smallcap,Industrials
02-05-2023,TRENT,Largecap,Consumer Discretionary
27-04-2020,TATACONSUM,Largecap,FMCG
16-12-2020,RTNINDIA,Smallcap,Financials
06-06-2022,FIEMIND,Midcap,Auto
01-06-2020,STYRENIX,Smallcap,Energy
25-08-2023,HFCL,Largecap,Telecom
27-11-2020,EIMCOELECO,Smallcap,Industrials
30-09-2021,INDIANB,Largecap,Bank
03-07-2026,EPL,Midcap,Industrials
25-02-2021,KIOCL,Largecap,Metals & Mining
05-06-2024,BAYERCROP,Midcap,Chemicals
04-12-2023,KOTAKBANK,Largecap,Bank
09-08-2023,HCC,Midcap,Realty
17-12-2018,VSTIND,Smallcap,FMCG
14-09-2020,RAMCOCEM,Largecap,Building Materials
18-09-2020,PCBL,Midcap,Chemicals
25-09-2023,APOLLOHOSP,Largecap,Healthcare
01-09-2022,RIIL,Smallcap,Transportation
21-10-2022,POLYCAB,Largecap,Industrials
12-07-2019,ZYDUSWELL,Midcap,FMCG
06-11-2020,AYMSYNTEX,Smallcap,Textiles
12-10-2021,TANLA,Midcap,I.T
20-10-2020,PNCINFRA,Midcap,Realty
05-11-2020,PAGEIND,Largecap,Consumer Discretionary
10-04-2023,EIHAHOTELS,Smallcap,Services
15-05-2024,INDIANHUME,Smallcap,Realty
24-11-2023,SIS,Midcap,Miscellaneous
28-03-2019,EIHOTEL,Largecap,Services
02-05-2023,MAXHEALTH,Largecap,Healthcare
12-12-2022,CSBBANK,Midcap,Bank
08-05-2025,IXIGO,Midcap,I.T
19-10-2020,JKTYRE,Midcap,Auto
01-04-2024,MAHLOG,Smallcap,Transportation
27-10-2020,CHOLAFIN,Largecap,Financials
20-05-2021,TITAGARH,Midcap,Industrials
10-05-2021,HCC,Midcap,Realty
07-03-2022,ICEMAKE,Smallcap,Industrials
16-09-2019,ESABINDIA,Midcap,Industrials
10-09-2025,VEEDOL,Smallcap,Chemicals
11-05-2021,LEMONTREE,Midcap,Services
05-01-2023,GODREJCP,Largecap,FMCG
03-11-2020,ORCHPHARMA,Midcap/Midcap/Midcap/Midcap/Smallcap,Healthcare
01-01-2020,JINDALSAW,Midcap,Industrials
20-04-2021,GUFICBIO,Smallcap,Healthcare
21-01-2025,SWANDEF,Midcap,Transportation
10-06-2025,DCMSHRIRAM,Midcap,Miscellaneous
18-07-2022,OMAXE,Smallcap,Realty
10-06-2024,UFLEX,Smallcap,Industrials
29-07-2022,NTPC,Largecap,Power & Utilities
03-12-2020,VTL,Midcap,Textiles
13-05-2025,TDPOWERSYS,Midcap,Industrials
03-06-2021,5PAISA,Smallcap,Financials
02-04-2024,GODREJAGRO,Midcap,FMCG
13-09-2023,GRANULES,Largecap,Healthcare
09-05-2023,VENUSREM,Smallcap,Healthcare
17-07-2023,IDEA,Largecap,Telecom-Service
23-12-2019,THEMISMED,Smallcap,Healthcare
25-11-2024,BAJAJHCARE,Smallcap,Healthcare
03-08-2023,OPTIEMUS,Midcap/Midcap/Midcap/Midcap/Smallcap,Telecom
03-10-2024,CARERATING,Midcap/Midcap/Smallcap,Financials
11-06-2024,FOSECOIND,Smallcap,Chemicals
30-10-2024,PDSL,Midcap,Textiles
24-07-2024,PDSL,Midcap,Textiles
25-01-2024,VINDHYATEL,Smallcap,Realty
29-12-2020,INGERRAND,Midcap,Industrials
03-12-2020,ANDHRSUGAR,Smallcap,Chemicals
25-11-2020,SANGAMIND,Smallcap,Textiles
13-06-2024,MAHSCOOTER,Midcap,Financials
09-01-2023,VEDL,Largecap,Metals & Mining
01-04-2022,MANALIPETC,Smallcap,Energy
08-12-2021,SPIC,Smallcap,Chemicals
27-01-2023,YUKEN,Smallcap,Industrials
08-07-2021,NAVKARCORP,Smallcap,Transportation
01-12-2023,VRLLOG,Smallcap,Transportation
05-09-2024,FLUOROCHEM,Largecap,Chemicals
01-07-2026,EUROPRATIK,Smallcap,Building Materials
21-07-2023,COROMANDEL,Largecap,Chemicals
04-08-2020,VISHNU,Smallcap,Chemicals
05-10-2021,TI,Midcap,FMCG
02-07-2024,TATACONSUM,Largecap,FMCG
