Date,Symbol,Marketcapname,Sector
12-05-2025,ANGELONE,Largecap,Financials
10-11-2020,UNOMINDA,Largecap,Auto
09-12-2024,PDSL,Midcap,Textiles
20-10-2025,GMMPFAUDLR,Smallcap,Industrials
06-03-2024,SRF,Largecap,Chemicals
14-03-2022,TAJGVK,Smallcap,Services
20-02-2024,SUNDROP,Smallcap,FMCG
04-11-2020,AYMSYNTEX,Smallcap,Textiles
20-06-2023,DCAL,Smallcap,Healthcare
11-07-2024,PTC,Midcap/Smallcap,Power & Utilities
30-07-2021,SUNTV,Largecap/Midcap/Midcap/Midcap/Midcap,Media
10-09-2025,BANKINDIA,Largecap,Bank
07-07-2020,DABUR,Largecap,FMCG
09-11-2020,MARATHON,Smallcap,Realty
22-07-2020,HINDZINC,Largecap,Metals & Mining
08-07-2021,SUNTECK,Smallcap,Realty
20-08-2020,ASHAPURMIN,Midcap,Metals & Mining
30-03-2021,BIL,Smallcap,Consumer Discretionary
13-04-2022,LUMAXTECH,Midcap,Auto
13-12-2021,ASTEC,Smallcap,Chemicals
21-08-2024,PRECAM,Smallcap,Auto
10-08-2020,ECLERX,Midcap,I.T
31-01-2024,MHRIL,Smallcap,Services
13-05-2025,STYRENIX,Smallcap,Energy
28-08-2023,GHCL,Smallcap,Chemicals
23-11-2022,GMRAIRPORT,Largecap,Miscellaneous
20-11-2019,ABCAPITAL,Largecap,Financials
16-09-2024,KAJARIACER,Midcap,Building Materials
24-06-2022,TVSHLTD,Largecap,Financials
05-06-2024,UPL,Largecap,Chemicals
30-01-2025,UPL,Largecap,Chemicals
29-07-2022,TORNTPHARM,Largecap,Healthcare
03-06-2021,EIMCOELECO,Smallcap,Industrials
01-07-2024,NDRAUTO,Smallcap,Auto
15-10-2019,BFUTILITIE,Smallcap,Power & Utilities
13-02-2023,MARATHON,Smallcap,Realty
06-01-2021,CENTRUM,Smallcap,Financials
06-12-2023,ICRA,Midcap/Midcap/Midcap/Smallcap/Smallcap,Financials
12-05-2025,HIRECT,Smallcap,Consumer Discretionary
15-10-2025,MAHLIFE,Midcap,Realty
24-01-2024,CENTUM,Midcap,Consumer Discretionary
03-11-2020,SIEMENS,Largecap,Industrials
04-11-2019,BIRLACORPN,Midcap,Building Materials
06-11-2020,WEBELSOLAR,Smallcap,Industrials
30-05-2019,TRENT,Largecap,Consumer Discretionary
20-08-2024,SEPC,Smallcap,Realty
05-07-2021,ARVSMART,Smallcap,Realty
02-07-2026,NDRAUTO,Smallcap,Auto
01-09-2025,HINDZINC,Largecap,Metals & Mining
13-07-2026,BLKASHYAP,Smallcap,Realty
20-07-2022,AEGISLOG,Largecap,Services
27-05-2024,ZFCVINDIA,Largecap,Auto
08-07-2024,PCJEWELLER,Midcap,Consumer Discretionary
16-07-2024,TTML,Midcap,Telecom-Service
21-10-2020,APOLLOTYRE,Largecap,Auto
10-04-2023,KPRMILL,Largecap,Consumer Discretionary
12-05-2025,VRLLOG,Smallcap,Transportation
03-10-2025,GESHIP,Largecap/Largecap/Largecap/Midcap/Largecap/Midcap,Transportation
18-12-2018,SCHAEFFLER,Largecap,Industrials
05-06-2023,JSWSTEEL,Largecap,Metals & Mining
05-08-2019,BATAINDIA,Midcap,Consumer Discretionary
04-05-2021,PARAGMILK,Smallcap,FMCG
05-06-2024,VMART,Midcap,Consumer Discretionary
05-11-2019,VBL,Largecap,FMCG
15-05-2020,MCX,Largecap,Financials
11-09-2019,GRINDWELL,Largecap,Industrials
10-10-2018,ADANIPOWER,Largecap,Power & Utilities
25-09-2024,RENUKA,Smallcap,FMCG
12-05-2025,RAMRAT,Smallcap,Metals & Mining
05-06-2024,JISLJALEQS,Smallcap,Plastic products
20-02-2024,SAPPHIRE,Midcap,Consumer Discretionary
25-06-2020,TI,Midcap,FMCG
16-02-2024,ACI,Midcap,Chemicals
03-01-2022,RAJRATAN,Smallcap,Metals & Mining
24-12-2021,TEXINFRA,Smallcap,Realty
02-06-2025,KARURVYSYA,Largecap,Bank
01-12-2023,ITC,Largecap,FMCG
15-05-2024,ICEMAKE,Smallcap,Industrials
29-03-2022,MARATHON,Smallcap,Realty
28-03-2022,ARTEMISMED,Smallcap,Healthcare
26-12-2023,YUKEN,Smallcap,Industrials
10-10-2025,RRKABEL,Largecap,Industrials
02-08-2022,BEML,Midcap,Aerospace & Defence
04-05-2023,TRENT,Largecap,Consumer Discretionary
13-06-2023,THOMASCOOK,Smallcap,Miscellaneous
04-07-2023,TFCILTD,Smallcap,Financials
03-06-2024,GIPCL,Smallcap,Power & Utilities
12-11-2020,AMRUTANJAN,Smallcap,Healthcare
06-11-2020,AYMSYNTEX,Smallcap,Textiles
30-09-2025,NATIONALUM,Largecap,Metals & Mining
11-05-2023,TASTYBITE,Smallcap,FMCG
08-09-2025,INDOTHAI,Smallcap,Financials
13-03-2019,MGL,Midcap,Energy
28-09-2020,PCBL,Midcap,Chemicals
20-09-2019,RELIGARE,Midcap,Financials
05-06-2024,RALLIS,Smallcap,Chemicals
28-10-2025,DREDGECORP,Smallcap,Miscellaneous
23-11-2020,HUDCO,Largecap,Financials
08-08-2023,TNPL,Smallcap,Building Materials
10-04-2023,NAVINFLUOR,Largecap,Chemicals
11-08-2022,RHIM,Midcap,Building Materials
11-09-2019,BALRAMCHIN,Midcap,FMCG
24-11-2023,SUPRIYA,Midcap,Healthcare
22-07-2024,IGARASHI,Smallcap,Industrials
29-01-2024,DELHIVERY,Largecap,Transportation
31-08-2023,MSUMI,Largecap,Auto
11-10-2021,GREENPLY,Smallcap,Building Materials
02-09-2022,SKIPPER,Midcap,Industrials
06-03-2023,VRLLOG,Smallcap,Transportation
09-05-2025,NDRAUTO,Smallcap,Auto
22-04-2021,AVADHSUGAR,Smallcap,FMCG
22-08-2022,TEXRAIL,Smallcap,Industrials
24-04-2023,SKIPPER,Midcap,Industrials
02-11-2022,GANDHITUBE,Smallcap,Metals & Mining
13-10-2021,BOROLTD,Smallcap,Building Materials
30-11-2021,TALBROAUTO,Smallcap,Auto
10-11-2025,AIAENG,Largecap,Industrials
03-08-2020,ONIDA,Smallcap,Consumer Discretionary
14-12-2023,ATUL,Midcap,Chemicals
01-12-2020,SWSOLAR,Midcap/Midcap/Midcap/Smallcap/Smallcap,Realty
27-12-2022,BAJAJELEC,Smallcap,Consumer Discretionary
23-01-2025,EICHERMOT,Largecap,Auto
06-04-2021,PANACEABIO,Smallcap,Healthcare
01-04-2024,GSFC,Midcap,Chemicals
29-05-2023,HITECHGEAR,Smallcap,Auto
24-07-2023,DOLLAR,Smallcap,Consumer Discretionary
29-08-2023,AMBIKCO,Smallcap,Textiles
09-07-2024,PFIZER,Largecap,Healthcare
01-01-2020,ERIS,Largecap/Largecap/Largecap/Midcap/Midcap,Healthcare
11-11-2021,WELCORP,Largecap,Industrials
08-06-2020,KOPRAN,Smallcap,Healthcare
21-12-2021,AUTOAXLES,Smallcap,Auto
11-09-2023,MANYAVAR,Midcap,Consumer Discretionary
01-10-2021,TVSMOTOR,Largecap,Auto
27-10-2022,WEALTH,Smallcap,Financials
15-09-2023,MANYAVAR,Midcap,Consumer Discretionary
10-01-2020,IRB,Largecap,Realty
14-09-2020,AEGISLOG,Largecap,Services
16-12-2019,APEX,Smallcap,FMCG
29-12-2022,HINDZINC,Largecap,Metals & Mining
08-05-2023,SUNDARMFIN,Largecap,Financials
26-06-2024,LGBBROSLTD,Midcap/Smallcap/Smallcap/Smallcap,Auto
07-08-2020,TBZ,Smallcap,Consumer Discretionary
25-06-2019,DREDGECORP,Smallcap,Miscellaneous
03-07-2024,MSPL,Smallcap,Metals & Mining
05-05-2025,APOLLO,Midcap,Aerospace & Defence
20-11-2023,MAITHANALL,Smallcap,Metals & Mining
26-06-2019,SUPREMEIND,Largecap,Plastic products
02-11-2018,NEWGEN,Midcap,I.T
19-08-2020,SUNDARMFIN,Largecap,Financials
30-09-2024,APLLTD,Midcap,Healthcare
05-02-2025,ABBOTINDIA,Largecap,Healthcare
21-12-2021,HIRECT,Smallcap,Consumer Discretionary
03-01-2023,SIGACHI,Smallcap,Healthcare
09-11-2020,GOODLUCK,Midcap/Midcap/Midcap/Midcap/Smallcap,Metals & Mining
04-09-2024,LMW,Midcap,Industrials
03-06-2020,SAREGAMA,Midcap,Media
29-09-2020,SAGCEM,Smallcap,Building Materials
29-07-2024,RPSGVENT,Smallcap,I.T
16-02-2021,CENTRALBK,Largecap,Bank
13-06-2023,BBTC,Midcap,Auto
21-03-2022,KSB,Midcap,Industrials
02-05-2023,MARUTI,Largecap,Auto
11-11-2020,ASTERDM,Largecap,Healthcare
10-05-2021,TEXRAIL,Smallcap,Industrials
29-09-2025,BPCL,Largecap,Energy
04-05-2021,EXPLEOSOL,Smallcap,I.T
01-12-2020,DMART,Largecap,Consumer Discretionary
08-06-2026,KAMDHENU,Smallcap,Metals & Mining
16-06-2023,KSL,Smallcap,Metals & Mining
05-07-2021,GODREJPROP,Largecap,Realty
23-11-2023,DEEPAKNTR,Largecap,Chemicals
29-11-2018,AXISBANK,Largecap,Bank
21-05-2020,INDOTHAI,Smallcap,Financials
01-06-2023,VTL,Midcap,Textiles
10-05-2021,JPPOWER,Midcap,Power & Utilities
26-11-2020,KIRIINDUS,Smallcap,Chemicals
25-10-2019,HAL,Largecap,Aerospace & Defence
03-10-2023,AQYLON,Smallcap,Media
02-03-2023,360ONE,Largecap,Financials
01-04-2024,MAZDOCK,Largecap,Aerospace & Defence
18-11-2020,JAYNECOIND,Midcap,Metals & Mining
08-12-2023,TEMBO,Smallcap,Consumer Discretionary
07-02-2022,ADANIPOWER,Largecap,Power & Utilities
17-11-2020,AYMSYNTEX,Smallcap,Textiles
25-05-2021,SALZERELEC,Smallcap,Industrials
07-12-2021,PENIND,Smallcap,Metals & Mining
03-08-2023,INDIAGLYCO,Midcap,FMCG
02-01-2020,LAURUSLABS,Largecap,Healthcare
23-11-2020,AAVAS,Midcap,Financials
03-11-2020,AARTIIND,Midcap,Chemicals
01-06-2023,OBEROIRLTY,Largecap,Realty
27-01-2022,PSPPROJECT,Smallcap,Realty
22-08-2023,NIACL,Largecap,Financials
12-11-2018,REFEX,Smallcap,Services
10-11-2020,JAGSNPHARM,Smallcap,Healthcare
05-06-2024,NAVA,Midcap,Miscellaneous
26-11-2024,TIRUMALCHM,Smallcap,Chemicals
01-08-2022,GABRIEL,Largecap,Auto
23-04-2024,LUXIND,Smallcap,Textiles
06-02-2025,REDINGTON,Largecap,Services
17-05-2021,ADANIGREEN,Largecap,Power & Utilities
02-05-2023,SAPPHIRE,Midcap,Consumer Discretionary
21-10-2025,KAPSTON,Smallcap,Miscellaneous
21-08-2023,KNRCON,Smallcap,Realty
13-11-2019,LUXIND,Smallcap,Textiles
11-11-2021,AFFLE,Largecap,I.T
28-08-2023,DEEPAKNTR,Largecap,Chemicals
19-02-2024,AVTNPL,Smallcap,FMCG
08-03-2022,SDBL,Smallcap,FMCG
01-07-2026,EUROPRATIK,Smallcap,Building Materials
07-11-2022,SANSERA,Largecap,Auto
03-08-2026,CARERATING,Midcap,Financials
20-10-2025,VHL,Smallcap,Financials
25-09-2023,MAHASTEEL,Smallcap,Metals & Mining
03-10-2019,NAUKRI,Largecap,I.T
06-03-2019,BRIGADE,Midcap,Realty
11-05-2023,SHRIRAMFIN,Largecap,Financials
05-01-2024,ACCELYA,Smallcap,I.T
19-06-2020,BASF,Midcap,Chemicals
04-07-2022,KENNAMET,Midcap,Industrials
24-07-2023,SOTL,Smallcap,Energy
03-02-2021,PRICOLLTD,Midcap,Auto
02-12-2020,TI,Midcap,FMCG
13-08-2025,UNOMINDA,Largecap,Auto
02-11-2018,DEEPINDS,Smallcap,Energy
05-01-2022,GRPLTD,Smallcap,FMCG
18-07-2022,ARTEMISMED,Smallcap,Healthcare
01-08-2022,JSWENERGY,Largecap,Power & Utilities
20-09-2019,BLUESTARCO,Largecap,Consumer Discretionary
28-04-2023,LLOYDSENGG,Midcap,Industrials
10-10-2022,HONDAPOWER,Smallcap,Industrials
02-11-2020,PFC,Largecap,Financials
27-09-2021,PATELENG,Smallcap,Realty
12-05-2025,LUMAXIND,Midcap/Smallcap/Midcap/Smallcap/Smallcap/Smallcap,Auto
27-06-2025,SANGAMIND,Smallcap,Textiles
24-06-2025,FINEORG,Midcap,Chemicals
03-12-2021,NITCO,Smallcap,Building Materials
16-03-2022,INTELLECT,Midcap,I.T
03-01-2023,MFSL,Largecap,Miscellaneous
16-11-2023,BOSCHLTD,Largecap,Auto
27-05-2021,SHARDAMOTR,Midcap/Smallcap/Smallcap/Smallcap/Smallcap,Auto
27-10-2025,RRKABEL,Largecap,Industrials
04-10-2022,SUNTV,Largecap/Midcap/Midcap/Midcap/Midcap,Media
04-07-2024,RUBYMILLS,Smallcap,Textiles
27-09-2021,ATULAUTO,Smallcap,Auto
23-11-2022,ADFFOODS,Smallcap,FMCG
27-06-2023,SASKEN,Smallcap,I.T
01-04-2022,THOMASCOOK,Smallcap,Miscellaneous
21-08-2024,NIITLTD,Smallcap,I.T
22-03-2023,WABAG,Midcap,Realty
09-11-2020,SANGHVIMOV,Smallcap,Miscellaneous
09-08-2023,JSWENERGY,Largecap,Power & Utilities
01-12-2023,VRLLOG,Smallcap,Transportation
01-04-2022,APCOTEXIND,Smallcap,Chemicals
24-07-2024,MRF,Largecap,Auto
04-10-2023,HEALTHX,Smallcap,Financials
20-08-2024,SHRIRAMPPS,Smallcap,Realty
05-07-2021,KANSAINER,Midcap,Building Materials
05-05-2021,TCIEXP,Smallcap,Transportation
29-11-2023,TECHM,Largecap,I.T
06-12-2021,ARTEMISMED,Smallcap,Healthcare
03-06-2020,TARIL,Midcap,Industrials
21-06-2022,ASAHIINDIA,Largecap,Building Materials
02-06-2020,JAGSNPHARM,Smallcap,Healthcare
29-01-2024,INDORAMA,Smallcap,Textiles
05-10-2021,RVNL,Largecap,Realty
28-04-2023,JKCEMENT,Largecap,Building Materials
15-04-2025,SBFC,Midcap,Financials
22-04-2024,SUMMITSEC,Smallcap,Financials
15-07-2019,INFY,Largecap,I.T
12-05-2025,VENUSREM,Smallcap,Healthcare
24-11-2020,DLINKINDIA,Smallcap,I.T/I.T/Services/I.T/Services/Services
05-12-2022,SEPC,Smallcap,Realty
20-03-2019,THOMASCOOK,Smallcap,Miscellaneous
19-11-2019,ABFRL,Midcap,Consumer Discretionary
20-05-2021,ASIANHOTNR,Smallcap,Services
19-11-2020,GIPCL,Smallcap,Power & Utilities
24-10-2019,THYROCARE,Midcap,Healthcare
04-10-2022,GANECOS,Smallcap,Textiles
04-07-2023,KSCL,Smallcap,FMCG
01-04-2024,GRSE,Largecap,Aerospace & Defence
20-10-2020,PRECOT,Smallcap,Textiles
27-04-2021,KIOCL,Largecap,Metals & Mining
17-02-2021,INDUSTOWER,Largecap,Telecom
23-10-2020,PDSL,Midcap,Textiles
01-02-2021,SOTL,Smallcap,Energy
23-10-2025,SAGILITY,Midcap,I.T
05-12-2023,DCBBANK,Midcap,Bank
14-11-2019,STEELXIND,Smallcap,Metals & Mining
26-07-2024,DCW,Smallcap,Energy
03-06-2024,VSTTILLERS,Smallcap,Auto
09-01-2019,COFORGE,Largecap,I.T
28-12-2021,HIMATSEIDE,Smallcap,Textiles
04-08-2020,JUBLFOOD,Largecap,Consumer Discretionary
08-05-2025,ZEEL,Midcap,Media
26-08-2022,KPIL,Largecap,Realty
04-02-2021,TASTYBITE,Smallcap,FMCG
13-08-2024,TEMBO,Smallcap,Consumer Discretionary
17-01-2022,MMTC,Midcap,Services
05-09-2022,ESABINDIA,Midcap,Industrials
24-04-2024,GIPCL,Smallcap,Power & Utilities
16-02-2024,DATAPATTNS,Largecap,Aerospace & Defence
17-01-2023,SUNDROP,Smallcap,FMCG
06-01-2023,DSSL,Smallcap,I.T
02-01-2020,HCLTECH,Largecap,I.T
03-10-2025,ADOR,Smallcap,Industrials
17-10-2022,WEL,Smallcap,Consumer Discretionary
16-09-2019,AMRUTANJAN,Smallcap,Healthcare
05-03-2025,GABRIEL,Largecap,Auto
09-06-2025,PSPPROJECT,Smallcap,Realty
27-04-2020,SRF,Largecap,Chemicals
10-04-2024,NSLNISP,Midcap,Metals & Mining
02-05-2019,SHAKTIPUMP,Midcap,Industrials
21-06-2019,PFIZER,Largecap,Healthcare
16-08-2022,MIDHANI,Midcap,Aerospace & Defence
28-03-2019,EIHOTEL,Largecap,Services
05-05-2021,GODREJAGRO,Midcap,FMCG
29-09-2023,APOLLOHOSP,Largecap,Healthcare
26-11-2024,RUBYMILLS,Smallcap,Textiles
29-08-2023,DCMSHRIRAM,Midcap,Miscellaneous
08-02-2023,IMFA,Midcap,Metals & Mining
03-08-2020,TMPV,Largecap,Auto
19-03-2021,ICRA,Midcap/Midcap/Midcap/Smallcap/Smallcap,Financials
22-04-2024,AMRUTANJAN,Smallcap,Healthcare
27-04-2021,JINDALSAW,Midcap,Industrials
25-06-2025,MAHSEAMLES,Midcap,Industrials
23-10-2019,MPSLTD,Smallcap,I.T
23-05-2023,SHRIRAMFIN,Largecap,Financials
27-06-2024,CEATLTD,Midcap,Auto
24-04-2023,JASH,Smallcap,Industrials
05-06-2023,APLAPOLLO,Largecap,Industrials
11-07-2025,PRECOT,Smallcap,Textiles
23-11-2020,SPARC,Midcap,Healthcare
07-07-2023,PRAJIND,Midcap,Industrials
03-07-2023,PNB,Largecap,Bank
14-06-2023,SIS,Midcap,Miscellaneous
21-11-2023,AEROENTER,Smallcap,Metals & Mining
27-05-2020,TIPSMUSIC,Midcap,Media
25-06-2024,ATULAUTO,Smallcap,Auto
29-10-2018,ICICIBANK,Largecap,Bank
03-05-2019,PAISALO,Midcap,Financials
29-07-2022,INFOBEAN,Smallcap,I.T
26-11-2020,NAHARSPING,Smallcap,Textiles
07-04-2021,SHK,Smallcap,Chemicals
20-11-2023,LATENTVIEW,Midcap,I.T
18-08-2025,BIKAJI,Midcap,FMCG
20-05-2021,RVNL,Largecap,Realty
17-06-2020,NEULANDLAB,Largecap,Healthcare
22-09-2021,CHALET,Midcap,Services
06-04-2021,IGARASHI,Smallcap,Industrials
08-03-2021,AURIONPRO,Smallcap,I.T
06-04-2021,FINEORG,Midcap,Chemicals
29-10-2025,GPPL,Midcap,Transportation
20-08-2024,INDOTHAI,Smallcap,Financials
09-05-2023,AXISBANK,Largecap,Bank
26-06-2024,AMBER,Largecap,Consumer Discretionary
12-06-2023,SJVN,Largecap,Power & Utilities
01-04-2024,ASALCBR,Smallcap,FMCG
02-12-2020,HMT,Midcap,Consumer Discretionary
19-10-2020,PIDILITIND,Largecap,Chemicals
