Date,Symbol,Marketcapname,Sector
03-08-2020,MIRCELECTR,Smallcap,Consumer Discretionary
17-05-2021,AUTOAXLES,Smallcap,Auto
21-11-2023,ENGINERSIN,Midcap,Realty
02-11-2020,3MINDIA,Largecap,Miscellaneous
16-01-2025,LTTS,Largecap,I.T
09-12-2019,JBMA,Midcap,Auto
03-12-2024,BORORENEW,Midcap,Building Materials
05-11-2020,NILKAMAL,Smallcap,Plastic products
02-01-2023,GSPL,Midcap,Energy
12-06-2023,WOCKPHARMA,Largecap,Healthcare
20-01-2020,IIFL,Largecap,Financials
28-01-2019,MAHASTEEL,Smallcap,Metals & Mining
21-05-2019,HDFCLIFE,Largecap,Financials
16-12-2024,DRREDDY,Largecap,Healthcare
24-01-2020,JAYBARMARU,Smallcap,Auto
04-07-2024,SWANCORP,Midcap,Textiles
18-11-2020,GRINDWELL,Largecap,Industrials
20-05-2019,TDPOWERSYS,Midcap,Industrials
05-04-2023,ARTEMISMED,Smallcap,Healthcare
08-07-2024,PCJEWELLER,Midcap,Consumer Discretionary
01-09-2021,GMRAIRPORT,Largecap,Miscellaneous
02-12-2021,MAYURUNIQ,Smallcap,Consumer Discretionary
29-09-2021,GODFRYPHLP,Largecap,FMCG
13-02-2019,NEULANDLAB,Largecap,Healthcare
07-11-2022,SANSERA,Largecap,Auto
31-12-2020,DYNAMATECH,Midcap,Industrials
02-07-2024,HATSUN,Largecap/Midcap,FMCG
03-04-2025,KITEX,Smallcap,Consumer Discretionary
20-11-2019,DRREDDY,Largecap,Healthcare
17-01-2019,GOKULAGRO,Midcap,FMCG
21-08-2025,NAVNETEDUL,Smallcap,Miscellaneous
03-06-2024,BLKASHYAP,Smallcap,Realty
03-11-2020,BRIGADE,Midcap,Realty
19-01-2024,SIS,Midcap,Miscellaneous
14-11-2022,REDINGTON,Largecap,Services
27-01-2022,PSPPROJECT,Smallcap,Realty
05-07-2021,ARVINDFASN,Midcap,Consumer Discretionary
25-11-2021,JINDALPOLY,Smallcap,Textiles
11-06-2024,BANARISUG,Smallcap,FMCG
27-07-2022,SUNPHARMA,Largecap,Healthcare
02-09-2025,NMDC,Largecap,Metals & Mining
01-07-2024,TCI,Midcap,Transportation
29-11-2021,DIAMONDYD,Smallcap,FMCG
09-07-2021,ARVSMART,Smallcap,Realty
02-11-2020,SAFARI,Midcap,Plastic products
29-07-2024,HIRECT,Smallcap,Consumer Discretionary
02-11-2020,PFC,Largecap,Financials
02-05-2023,PRINCEPIPE,Smallcap,Plastic products
03-09-2025,NEULANDLAB,Largecap,Healthcare
27-05-2019,SOLARA,Smallcap,Healthcare
24-11-2020,AVANTIFEED,Midcap,FMCG
01-04-2022,THOMASCOOK,Smallcap,Miscellaneous
16-03-2022,RAJRILTD,Smallcap,Textiles
08-05-2025,IXIGO,Midcap,I.T
03-10-2022,FDC,Midcap,Healthcare
21-12-2023,CROMPTON,Midcap,Consumer Discretionary
04-09-2025,BAJFINANCE,Largecap,Financials
24-04-2023,JASH,Smallcap,Industrials
05-07-2022,ADOR,Smallcap,Industrials
10-05-2023,SANOFI,Midcap,Healthcare
19-10-2022,PNBHOUSING,Largecap,Financials
14-03-2019,PRESTIGE,Largecap,Realty
07-11-2023,ARVINDFASN,Midcap,Consumer Discretionary
12-02-2024,ASTRAL,Largecap,Plastic products
02-06-2021,GOCLCORP,Smallcap,Miscellaneous
05-03-2025,SDBL,Smallcap,FMCG
06-12-2022,HIKAL,Smallcap,Healthcare
16-05-2024,CIEINDIA,Midcap,Industrials
02-08-2021,BRITANNIA,Largecap,FMCG
18-04-2024,SOLARA,Smallcap,Healthcare
10-06-2024,RCF,Midcap,Chemicals
23-08-2021,RELIANCE,Largecap,Energy
10-11-2020,ARVIND,Midcap,Textiles
06-07-2023,MADRASFERT,Smallcap,Chemicals
10-11-2025,NIITMTS,Smallcap,I.T
22-03-2024,DEEPINDS,Smallcap,Energy
17-05-2021,HAL,Largecap,Aerospace & Defence
17-05-2021,MUTHOOTFIN,Largecap,Financials
05-05-2021,SKMEGGPROD,Smallcap,FMCG
21-05-2020,INDOTHAI,Smallcap,Financials
28-07-2023,PETRONET,Largecap,Energy
25-08-2025,DIFFNKG,Smallcap,Industrials
09-01-2020,RALLIS,Smallcap,Chemicals
24-02-2025,ABBOTINDIA,Largecap,Healthcare
13-06-2023,THOMASCOOK,Smallcap,Miscellaneous
26-06-2024,ABBOTINDIA,Largecap,Healthcare
23-11-2023,CONFIPET,Smallcap,Miscellaneous
26-11-2021,CIPLA,Largecap,Healthcare
09-07-2024,CCL,Midcap,FMCG
06-06-2024,ZENSARTECH,Midcap,I.T
01-08-2023,GREAVESCOT,Midcap,Industrials
01-03-2024,YUKEN,Smallcap,Industrials
09-04-2021,INDRAMEDCO,Smallcap,Healthcare
03-04-2023,LINCOLN,Smallcap,Healthcare
26-05-2025,RELTD,Smallcap,Industrials
02-02-2021,BPCL,Largecap,Energy
11-03-2019,APARINDS,Largecap,Industrials
10-07-2026,CANHLIFE,Midcap,Financials
04-12-2023,JUBLINGREA,Midcap,Chemicals
10-09-2024,REDTAPE,Midcap,Consumer Discretionary
08-04-2022,INDORAMA,Smallcap,Textiles
03-11-2023,VSSL,Smallcap,Metals & Mining
14-08-2019,DIXON,Largecap,Consumer Discretionary
04-07-2022,ARTEMISMED,Smallcap,Healthcare
15-09-2025,WHEELS,Smallcap,Auto
27-10-2025,CIGNITITEC,Smallcap,I.T
06-07-2023,SOTL,Smallcap,Energy
15-09-2025,INOXINDIA,Midcap,Industrials
30-12-2022,DEEPINDS,Smallcap,Energy
31-05-2023,BIL,Smallcap,Consumer Discretionary
11-09-2019,BALRAMCHIN,Midcap,FMCG
28-04-2021,RENUKA,Smallcap,FMCG
13-12-2019,HINDALCO,Largecap,Metals & Mining
25-03-2025,ASTERDM,Largecap,Healthcare
20-10-2020,PRECOT,Smallcap,Textiles
02-07-2026,INDOCO,Smallcap,Healthcare
30-05-2024,SUPRAJIT,Midcap,Auto
02-01-2020,JAICORPLTD,Smallcap,Plastic products
09-01-2020,ANUP,Smallcap,Industrials
01-06-2023,OBEROIRLTY,Largecap,Realty
28-10-2020,HBLENGINE,Largecap/Midcap,Auto
22-11-2023,LUMAXTECH,Midcap,Auto
03-07-2024,HINDOILEXP,Smallcap,Energy
24-06-2024,AMBER,Largecap,Consumer Discretionary
15-09-2025,ANANTRAJ,Largecap/Largecap/Largecap/Largecap/Midcap,Realty
24-11-2023,BLUEDART,Midcap,Transportation
23-04-2024,DEEPAKNTR,Largecap,Chemicals
05-03-2019,VINATIORGA,Midcap,Chemicals
10-07-2025,BIL,Smallcap,Consumer Discretionary
06-06-2025,HINDALCO,Largecap,Metals & Mining
17-08-2020,SKIPPER,Midcap,Industrials
20-11-2023,BALRAMCHIN,Midcap,FMCG
30-09-2021,INDIANB,Largecap,Bank
23-12-2024,PTCIL,Largecap,Industrials
26-04-2022,PATANJALI,Largecap,FMCG
09-10-2018,BALRAMCHIN,Midcap,FMCG
06-06-2023,SHYAMMETL,Largecap,Metals & Mining
29-03-2023,NITINSPIN,Smallcap,Textiles
16-02-2024,ACI,Midcap,Chemicals
11-10-2021,SFL,Midcap,Consumer Discretionary
02-05-2023,MAXHEALTH,Largecap,Healthcare
08-04-2021,INDOCO,Smallcap,Healthcare
10-11-2020,UNOMINDA,Largecap,Auto
07-04-2021,CARERATING,Midcap/Midcap/Smallcap,Financials
15-05-2024,HARSHA,Smallcap,Industrials
28-11-2018,RELIANCE,Largecap,Energy
09-10-2025,CESC,Largecap,Power & Utilities
01-11-2021,AURUM,Smallcap,I.T
11-12-2020,ZOTA,Midcap/Smallcap/Smallcap/Smallcap/Smallcap,Healthcare
05-07-2024,HATSUN,Largecap/Midcap,FMCG
17-05-2021,TRENT,Largecap,Consumer Discretionary
15-01-2024,INDOTHAI,Smallcap,Financials
05-11-2024,VIMTALABS,Smallcap,Healthcare
16-08-2023,IIFLCAPS,Midcap,Financials
02-02-2021,MANAPPURAM,Largecap,Financials
13-09-2021,PGEL,Midcap,Consumer Discretionary
25-02-2020,INDIACEM,Midcap,Building Materials
12-01-2022,GHCL,Smallcap,Chemicals
08-02-2024,FCL,Smallcap,Chemicals
23-02-2021,MRPL,Largecap,Energy
02-07-2024,HATHWAY,Smallcap,Telecom-Service
14-12-2020,DOLATALGO,Smallcap,Financials
19-02-2021,SATIN,Smallcap,Financials
16-11-2018,INDHOTEL,Largecap,Services
14-01-2019,POKARNA,Smallcap,Consumer Discretionary
11-10-2022,ASTEC,Smallcap,Chemicals
06-06-2024,FIVESTAR,Midcap,Financials
05-08-2025,STYLEBAAZA,Smallcap,Consumer Discretionary
04-08-2020,OPTIEMUS,Midcap/Midcap/Midcap/Midcap/Smallcap,Telecom
18-05-2023,STYRENIX,Smallcap,Energy
20-08-2024,BAJAJFINSV,Largecap,Financials
13-08-2025,RISHABH,Smallcap,Industrials
05-07-2024,PFS,Smallcap,Financials
05-06-2023,GRSE,Largecap,Aerospace & Defence
22-10-2019,AUBANK,Largecap,Bank
07-05-2021,SOUTHBANK,Midcap,Bank
20-10-2020,WELENT,Midcap,Realty
23-11-2020,UNIVCABLES,Smallcap,Industrials
19-10-2022,HITECH,Smallcap,Metals & Mining
12-11-2020,WALCHANNAG,Smallcap,Industrials
29-05-2023,GREENLAM,Midcap,Building Materials
09-01-2023,AUTOAXLES,Smallcap,Auto
15-04-2024,LIKHITHA,Smallcap,Realty
26-06-2024,LGBBROSLTD,Midcap/Smallcap/Smallcap/Smallcap,Auto
22-04-2024,GSFC,Midcap,Chemicals
25-08-2022,SJS,Midcap,Auto
28-06-2024,IGL,Largecap,Energy
02-07-2024,GLOBUSSPR,Smallcap,FMCG
03-06-2024,VSTTILLERS,Smallcap,Auto
29-12-2023,ICRA,Midcap/Midcap/Midcap/Smallcap/Smallcap,Financials
29-10-2024,HIMATSEIDE,Smallcap,Textiles
16-07-2024,TTML,Midcap,Telecom-Service
27-07-2023,ITI,Largecap,Aerospace & Defence
23-09-2019,ALKYLAMINE,Midcap,Chemicals
26-08-2019,PETRONET,Largecap,Energy
01-12-2023,VRLLOG,Smallcap,Transportation
24-12-2021,APOLLO,Midcap,Aerospace & Defence
18-06-2024,HIKAL,Smallcap,Healthcare
24-12-2020,ALLDIGI,Smallcap,I.T
29-10-2020,CHOLAFIN,Largecap,Financials
08-02-2023,ZENTEC,Midcap,Aerospace & Defence
24-08-2022,MADRASFERT,Smallcap,Chemicals
07-06-2023,NTPC,Largecap,Power & Utilities
18-08-2025,ZFCVINDIA,Largecap,Auto
30-03-2022,SAREGAMA,Midcap,Media
04-04-2022,NHPC,Largecap,Power & Utilities
08-12-2023,TEMBO,Smallcap,Consumer Discretionary
26-08-2019,DABUR,Largecap,FMCG
02-11-2020,ABCAPITAL,Largecap,Financials
18-07-2023,RELINFRA,Smallcap,Realty
10-08-2023,KNRCON,Smallcap,Realty
24-07-2024,IDBI,Largecap,Bank
01-04-2021,LTFOODS,Midcap,FMCG
05-10-2021,TI,Midcap,FMCG
27-06-2025,SANGAMIND,Smallcap,Textiles
11-04-2022,SHANTIGEAR,Smallcap,Industrials
06-01-2020,WEBELSOLAR,Smallcap,Industrials
24-11-2023,SUPRIYA,Midcap,Healthcare
11-06-2024,DCXINDIA,Smallcap,Aerospace & Defence
25-06-2025,KIRLOSBROS,Midcap,Industrials
26-06-2019,GRASIM,Largecap,Textiles
20-10-2025,DCBBANK,Midcap,Bank
06-06-2024,NESCO,Midcap,Realty
07-12-2021,PENIND,Smallcap,Metals & Mining
12-04-2024,JINDALSAW,Midcap,Industrials
09-02-2023,TIIL,Midcap,Metals & Mining
06-11-2024,DCMSHRIRAM,Midcap,Miscellaneous
25-04-2023,LLOYDSENGG,Midcap,Industrials
01-04-2024,CENTRUM,Smallcap,Financials
27-09-2023,APTUS,Midcap,Financials
12-05-2025,INTERARCH,Smallcap,Metals & Mining
13-08-2019,HATHWAY,Smallcap,Telecom-Service
29-07-2020,CGCL,Largecap,Financials
15-01-2025,ALIVUS,Midcap,Healthcare
25-02-2019,NRBBEARING,Smallcap,Industrials
06-05-2024,BRITANNIA,Largecap,FMCG
10-07-2023,SEPC,Smallcap,Realty
17-07-2023,SWSOLAR,Midcap/Midcap/Midcap/Smallcap/Smallcap,Realty
20-06-2019,VOLTAS,Largecap,Consumer Discretionary
12-05-2025,NUCLEUS,Smallcap,I.T
03-01-2022,PANAMAPET,Smallcap,Energy
03-08-2020,ATGL,Largecap,Energy
08-05-2023,NOVARTIND,Smallcap,Healthcare
13-01-2020,HAL,Largecap,Aerospace & Defence
05-07-2023,GOCLCORP,Smallcap,Miscellaneous
24-03-2022,INDIAGLYCO,Midcap,FMCG
31-10-2024,ANGELONE,Largecap,Financials
21-04-2020,LAURUSLABS,Largecap,Healthcare
13-05-2025,DBREALTY,Midcap,Realty
29-09-2023,LALPATHLAB,Largecap,Healthcare
20-03-2019,BBOX,Midcap,I.T
14-09-2020,TTKPRESTIG,Midcap,Consumer Discretionary
11-07-2022,VINATIORGA,Midcap,Chemicals
11-07-2022,TTKHLTCARE,Smallcap,Miscellaneous
03-09-2025,PREMEXPLN,Smallcap,Aerospace & Defence
16-05-2022,KKCL,Smallcap,Consumer Discretionary
01-08-2022,PANAMAPET,Smallcap,Energy
21-03-2022,KSB,Midcap,Industrials
07-04-2020,ZYDUSLIFE,Largecap,Healthcare
15-07-2025,AADHARHFC,Largecap,Financials
28-11-2023,SAIL,Largecap,Metals & Mining
05-05-2021,ALKEM,Largecap,Healthcare
24-01-2019,INDIGO,Largecap,Transportation
15-06-2022,PITTIENG,Smallcap,Industrials
01-06-2023,VTL,Midcap,Textiles
10-10-2019,BANDHANBNK,Largecap,Bank
18-09-2025,PRSMJOHNSN,Midcap,Building Materials
20-07-2020,ATUL,Midcap,Chemicals
06-02-2024,TRITURBINE,Largecap/Midcap/Midcap/Midcap/Midcap,Industrials
18-05-2021,SCHNEIDER,Largecap,Industrials
25-06-2025,BPCL,Largecap,Energy
22-04-2024,LLOYDSENGG,Midcap,Industrials
14-01-2022,EIDPARRY,Midcap,FMCG
25-11-2022,LTF,Largecap,Financials
26-11-2020,BAJAJ-AUTO,Largecap,Auto
29-05-2023,AHLUCONT,Midcap,Realty
07-11-2024,VHL,Smallcap,Financials
09-01-2024,RICOAUTO,Smallcap,Auto
01-08-2022,GABRIEL,Largecap,Auto
13-05-2025,NUVAMA,Largecap,Financials
03-08-2023,SAKAR,Smallcap,Healthcare
17-11-2022,PFS,Smallcap,Financials
11-09-2023,MANYAVAR,Midcap,Consumer Discretionary
30-09-2020,TRENT,Largecap,Consumer Discretionary
24-09-2021,GSFC,Midcap,Chemicals
01-10-2025,APLAPOLLO,Largecap,Industrials
09-11-2020,NCC,Midcap,Realty
16-09-2024,RPOWER,Midcap,Power & Utilities
08-07-2024,SERVOTECH,Smallcap,Industrials
09-07-2024,MFSL,Largecap,Miscellaneous
15-07-2026,ENDURANCE,Largecap,Auto
07-06-2023,GREENPOWER,Smallcap,Power & Utilities
27-12-2022,TALBROAUTO,Smallcap,Auto
11-09-2019,GODREJPROP,Largecap,Realty
02-11-2018,DEEPINDS,Smallcap,Energy
26-07-2024,SRF,Largecap,Chemicals
13-05-2025,BEML,Midcap,Aerospace & Defence
12-11-2020,INDIACEM,Midcap,Building Materials
01-01-2024,CENTUM,Midcap,Consumer Discretionary
21-07-2023,COROMANDEL,Largecap,Chemicals
04-08-2022,DIAMONDYD,Smallcap,FMCG
19-02-2024,ICRA,Midcap/Midcap/Midcap/Smallcap/Smallcap,Financials
30-01-2024,JAMNAAUTO,Midcap,Auto
05-10-2020,CONFIPET,Smallcap,Miscellaneous
04-08-2020,RTNPOWER,Smallcap,Power & Utilities
20-09-2021,GNFC,Midcap,Chemicals
29-07-2019,ZYDUSWELL,Midcap,FMCG
06-10-2025,BSE,Largecap,Financials
02-12-2020,TI,Midcap,FMCG
15-07-2025,TI,Midcap,FMCG
03-11-2022,LINCOLN,Smallcap,Healthcare
22-11-2019,ABFRL,Midcap,Consumer Discretionary
26-11-2019,TORNTPHARM,Largecap,Healthcare
25-06-2024,PGIL,Midcap,Consumer Discretionary
03-02-2021,JINDALPOLY,Smallcap,Textiles
14-03-2019,EPL,Midcap,Industrials
28-10-2025,BHEL,Largecap,Industrials
19-05-2021,NELCAST,Smallcap,Industrials
14-08-2019,CESC,Largecap,Power & Utilities
08-05-2025,SHRIPISTON,Midcap,Auto
29-08-2019,DABUR,Largecap,FMCG
06-10-2025,NESTLEIND,Largecap,FMCG
11-09-2019,ATUL,Midcap,Chemicals
29-12-2021,JBCHEPHARM,Largecap,Healthcare
05-04-2021,MSPL,Smallcap,Metals & Mining
03-10-2022,JAYBARMARU,Smallcap,Auto
06-03-2023,VRLLOG,Smallcap,Transportation
26-07-2019,ADANIGREEN,Largecap,Power & Utilities
01-02-2022,VEDL,Largecap,Metals & Mining
12-07-2022,ITI,Largecap,Aerospace & Defence
17-05-2021,WHEELS,Smallcap,Auto
05-04-2023,HONDAPOWER,Smallcap,Industrials
22-08-2022,TEJASNET,Midcap,Telecom
12-05-2025,SUDARSCHEM,Midcap,Chemicals
08-11-2023,APOLLOTYRE,Largecap,Auto
11-05-2021,CHAMBLFERT,Midcap,Chemicals
30-09-2025,ASTRAZEN,Largecap,Healthcare
28-04-2022,SHANTIGEAR,Smallcap,Industrials
25-11-2024,JISLJALEQS,Smallcap,Plastic products
10-09-2025,VEEDOL,Smallcap,Chemicals
16-01-2020,GRINDWELL,Largecap,Industrials
01-08-2022,GULFOILLUB,Midcap/Midcap/Smallcap/Midcap/Smallcap/Smallcap,Chemicals
28-03-2022,BHARTIARTL,Largecap,Telecom-Service
29-07-2024,NAVNETEDUL,Smallcap,Miscellaneous
07-11-2024,HESTERBIO,Smallcap,Healthcare
23-06-2025,KIRLOSBROS,Midcap,Industrials
10-08-2022,DCW,Smallcap,Energy
10-10-2018,ADANIPOWER,Largecap,Power & Utilities
24-05-2021,TIRUPATIFL,Smallcap,Industrials
21-03-2024,GRINFRA,Midcap,Realty
07-05-2021,TCIEXP,Smallcap,Transportation
07-01-2022,RUPA,Smallcap,Textiles
07-11-2018,GALLANTT,Midcap,Metals & Mining
20-10-2025,UNIONBANK,Largecap,Bank
10-10-2023,INDORAMA,Smallcap,Textiles
03-01-2022,ORIENTHOT,Smallcap,Services
09-11-2020,REFEX,Smallcap,Services
19-08-2019,STYRENIX,Smallcap,Energy
12-03-2019,SOTL,Smallcap,Energy
12-12-2022,SURYODAY,Smallcap,Bank
